Paragraph,TitleChinese,TitleEnglish,ChineseText,EnglishText,URL,Chapter Chinese,Chapter English,link_title,Book Chinese,Book English,Book period,earliest_date,latest_date,original_translation
8,皇甫張段列傳,,先是安定太守孫雋受取狼籍，屬國都尉李翕、督軍御史張稟多殺降羌，涼州刺史郭閎、漢陽太守趙熹並老弱不堪任職，而皆倚恃權貴，不遵法度。規到州界，悉條奏其罪，或免或誅。羌人聞之，翕然反善。沈氐大豪滇昌、飢恬等十餘萬口，復詣規降。,"First, the Governor of Anding, Sun Jun, received a report on the disorder. The state lieutenant Li Xi and the supervising military inspector Zhang Bin had killed many surrendered Qiang people. The administrator of Liangzhou, Guo Hong, and the governor of Hanyang, Zhao Xi, were both old and weak, unfit for office, and relied on their powerful connections, ignoring the law and regulations. Upon reaching the state border, Guo submitted a detailed report of their crimes, resulting in some being pardoned and others executed. When the Qiang people heard of this, they immediately revolted again. Shen Di, a prominent figure in Dianchi, with over a hundred thousand people, again went to Guo to surrender.",https://ctext.org/hou-han-shu/huang-fu-zhang-duan-lie-zhuan,皇甫張段列傳,,hou-han-shu,後漢書,Hou Han Shu,['Northern and Southern'],420.0,445,
28,定公,,夏，四月，庚辰，蔡公孫姓帥師滅沈，以沈子嘉歸，殺之，五月，公及諸侯盟于皋鼬。,"In the summer, in the fourth month, on the day of Gengchen, Duke Cai, of the Sun surname, led his troops to destroy Shen, capturing Shen's son, Jia, and executing him. In the fifth month, the duke and the feudal lords formed an alliance at Gao You.",https://ctext.org/chun-qiu-zuo-zhuan/ding-gong,定公,,chun-qiu-zuo-zhuan,春秋左傳,Chun Qiu Zuo Zhuan,['Warring States'],-468.0,-300,
3,上,,次三，出于幽谷，登于茂木，思其珍穀。測曰，「出谷」「登木」、知向方也。,"Next, I emerged from the secluded valley, ascended amidst the lush trees, pondering upon its precious grains. I measured and said, 'Emerging from the valley,' 'ascending the trees,' indicates the direction ahead.",https://ctext.org/taixuanjing/shang,上,,taixuanjing,太玄經,Tai Xuan Jing,['Eastern Han'],-33.0,-33,
4,地理志下,,成紀，清水，奉捷，隴，豲道，蘭干。,"Chengji, Qingshui, Fengjie, Long, Huandao, Landan.",https://ctext.org/han-shu/di-li-zhi-xia,地理志下,,han-shu,漢書,Han Shu,['Eastern Han'],36.0,111,
236,五行志,,史記魯襄公二十三年，穀、洛水鬥，將毀王宮。劉向以為近火沴水也。周靈王將擁之，有司諫曰：「不可。長民者不崇藪，不墮山，不防川，不竇澤。今吾執政毋乃有所辟，而滑夫二川之神，使至于爭明，以防王宮室，王而飾之，毋乃不可乎！懼及子孫，王室愈卑。」王卒擁之。以傳推之，以四瀆比諸侯，穀、洛其次，卿大夫之象也，為卿大夫將分爭以危亂王室也。是時世卿專權，儋括將有篡殺之謀，如靈王覺寤，匡其失政，懼以承戒，則災禍除矣。不聽諫謀，簡嫚大異，任其私心，塞埤擁下，以逆水勢而害鬼神。後數年有黑如日者五。是歲蚤霜，靈王崩。景王立二年，儋括欲殺王，而立王弟佞夫。佞夫不知，景王并誅佞夫。及景王死，五大夫爭權，或立子猛，或立子朝，王室大亂。京房易傳曰：「天子弱，諸侯力政，厥異水鬥。」,"In the twenty-third year of Duke Xiang of Lu, the Gu and Luo rivers contended and were about to destroy the royal palace. Liu Xiang perceived it as the nearby fire disturbing the water. King Ling of Zhou planned to embrace it, but an official advised against this, saying, ""It should not be done. Those who govern should not exalt marshes, should not undermine mountains, should not prevent rivers, and should not block marshes. Now, if I take charge and do not provide for these, but allow the spirits of the two rivers to reach here and contend, in order to safeguard the royal palace, then might it not be unacceptable? Fear for descendants will worsen the standing of the royal family."" The king ultimately embraced it. Using this to push it away, and comparing it to the four streams in relation to the vassal states, Gu and Luo were secondary, resembling the lords and ministers, aiming to divide the lords and ministers, causing danger and chaos for the royal family. At that time, the world was dominated by the lords, and Dan Kua planned to usurp and murder. If King Ling had awakened from his negligence and corrected his misgovernance, fearing to heed the admonitions, then calamities would have been eliminated. However, he did not listen to the wise counsel, caused great differences, indulged his selfish heart, and blocked the lower regions, harming the spirits with the reverse flow of water. Several years later, five dark omens appeared like the sun. That year, there was an early frost, and King Ling passed away. In the second year of King Jing’s reign, Dan Kua intended to kill the king and install his brother Ningfu. Ningfu was unaware, and King Jing executed Ningfu. After the death of King Jing, the five ministers vied for power, some supporting Prince Meng, and others supporting Prince Chao, causing great disorder in the royal family. The Zhou Yi (Book of Changes) remarks: 'When the Son of Heaven is weak, the vassals have power over affairs; that is when water contests occur.'",https://ctext.org/han-shu/wu-xing-zhi,五行志,,han-shu,漢書,Han Shu,['Eastern Han'],36.0,111,
6,增,,次六，朱車燭分，一日增我三千，君子慶，小人傷。測曰，「朱車」之「增」、小人不當也。,"Next, the red chariot and candles are separated; in one day, I gain three thousand. The noble rejoice, while the petty grieve. The measurement says, the 'red chariot' signifies 'increase'; the petty should not be so.",https://ctext.org/taixuanjing/zeng,增,,taixuanjing,太玄經,Tai Xuan Jing,['Eastern Han'],-33.0,-33,
6,桓譚,,光武讀之，刔言卷大，令皆別為上下，凡二十九篇。,"Emperor Guangwu read it and ordered the words to be divided into upper and lower sections, constituting a total of twenty-nine chapters.",https://ctext.org/dong-guan-han-ji/huan-tan,桓譚,,dong-guan-han-ji,東觀漢記,Dong Guan Han Ji,['Eastern Han'],60.0,160,
615,藝文志,,巨龜三十六卷。,"The Great Turtle, thirty-six volumes.",https://ctext.org/han-shu/yi-wen-zhi,藝文志,,han-shu,漢書,Han Shu,['Eastern Han'],36.0,111,
12,仲秋紀,,凡兵，天下之凶器也；勇，天下之凶德也。舉凶器，行凶德，猶不得已也。舉凶器必殺，殺，所以生之也；行凶德必威，威，所以懾之也。敵懾民生，此義兵之所以隆也。故古之至兵，才民未合，而威已諭矣，敵已服矣，豈必用枹鼓干戈哉？故善諭威者，於其未發也，於其未通也，窅窅乎冥冥，莫知其情，此之謂至威之誠。,"Weapons are the instruments of calamity in the world; courage is the wicked virtue in the world. To wield instruments of calamity and enact wicked virtue is still something one must do reluctantly. Wielding instruments of calamity will inevitably lead to killing, and killing is thus a means of sustaining life; enacting wicked virtue will necessitate intimidation, and intimidation is thereby a means of restraining others. When the enemy fears the livelihood of the people, this is the reason why righteous warfare thrives. Therefore, in ancient times, before armies united, the might was already known and the enemy had submitted—was it necessary to use drums and halberds? Thus, those skilled in conveying might, even before its manifestation, even before its transmission, in the dark and obscure, when no one knows the situation—this is called the genuine essence of supreme might.",https://ctext.org/lv-shi-chun-qiu/zhong-qiu-ji,仲秋紀,,lv-shi-chun-qiu,呂氏春秋,Lü Shi Chun Qiu,['Warring States'],-247.0,-239,
1,卷三,,文學曰：「古者，制地足以養民，民足以承其上。千乘之國，百里之地，公侯伯子男，各充其求贍其欲。秦兼萬國之地，有四海之富，而意不贍，非宇小而用菲，嗜欲多而下不堪其求也。語曰：『廚有腐肉，國有饑民，廄有肥馬，路有餧人。』今狗馬之養，蟲獸之食，豈特腐肉肥馬之費哉！無用之官，不急之作，服淫侈之變，無功而衣食縣官者眾，是以上不足而下困乏也。今不減除其本而欲贍其末，設機利，造田畜，與百姓爭薦草，與商賈爭市利，非所以明主德而相國家也。夫男耕女績，天下之大業也。故古者分地而處之，制田畝而事之。是以業無不食之地，國無乏作之民。今縣官之多張苑囿、公田、池澤，公家有鄣假之名，而利歸權家。三輔迫近於山、河，地狹人眾，四方並湊，粟米薪菜，不能相贍。公田轉假，桑榆菜果不殖，地力不盡。愚以為非。先帝之開苑囿、池烃，可賦歸之於民，縣官租稅而已。假稅殊名，其實一也。夫如是，匹夫之力，盡於南畝，匹婦之力，盡於麻枲。田野闢，麻枲治，則上下俱衍，何困乏之有矣？」,"Literature says: 'In ancient times, land was regulated to sufficiently support the people, and the people were able to stand on it. In a thousand-chariot state, with a territory of a hundred miles, dukes, marquises, earls, and nobles each fulfilled their needs and satisfied their desires. Qin united the lands of ten thousand states, possessing the wealth of the four seas, yet their desires were unfulfilled, not due to the land being small or resources meager, but because of excessive desires and an inability of the lower classes to meet their demands. It is said: ""There are rotten meats in the kitchen, while the country has hungry people; there are fat horses in the stables, yet the roads are filled with those needing sustenance."" Today, the maintenance of dogs and horses, the feeding of pests and creatures, is it not merely the expense of rotten meat and fat horses? There are useless officials, unurgent tasks, indulgence in extravagance, and the multitude of those who wear clothes and eat supported by the state without contributing labor, hence there is insufficiency above and suffering below. Now, to desire to enrich the end while not cutting the root, to set up mechanisms and create fields and livestock, competing with the common folk for grass and contending with merchants for market profits, this is not how a wise ruler acts to benefit the state. For men plow and women spin, this is the great work of the world. Therefore, in ancient times, they divided the land and settled it, regulated the fields and acres to handle it. Thus, there was no land that did not sustain their work and no state that lacked working people. Now, with the excess of county officials establishing parks and public fields, ponds and marshlands, under the name of public good while the benefits return to the powerful families. The three fiefdoms cling closely to mountains and rivers, the land is narrow and the people numerous, from all directions gathering together, grains, firewood, and vegetables cannot support one another. Public fields turn out to be rented, mulberry, elm, and fruits do not cultivate, and the land's productivity is not exhausted. I foolishly believe this is incorrect. The previous emperor's opening of parks and ponds should be assigned back to the people, and county officials should merely collect taxes. In name, they may differ, but in essence, they are the same. Thus, the strength of common people is exhausted on the southern fields, the effort of common women is exhausted on hemp and flax. When fields are cleared and hemp is tended, then both the upper and lower classes will flourish, what reason is there for difficulty and want?",https://ctext.org/yan-tie-lun/juan-san,卷三,,yan-tie-lun,鹽鐵論,Yan Tie Lun,['Western Han'],81.0,81,
