Paragraph,TitleChinese,ChineseText,Chapter Chinese,Book Chinese,Book period,earliest_date,latest_date,name,identity,ChapterYear
13,昭公二十六年,冬，十月，丙申，王起師于滑，辛丑，在郊，遂次于尸，十一月，辛酉，晉師克鞏，召伯盈逐王子朝，王子朝及召氏之族，毛氏得，尹氏固，南宮嚚，奉周之典籍，以奔楚，陰忌奔莒以叛，召伯逆王于尸，及劉子單子盟，遂軍圉澤，次于隄上，癸酉，王入于成周，甲戌，盟于襄宮，晉師成公般戍周而還，十二月，癸未，王入于莊宮，王子朝使告于諸侯曰，昔武王克殷，成王靖四方，康王息民，並建母弟，以蕃屏周，亦曰，吾無專享文武之功，且為後人之迷敗傾覆，而溺入于難，則振救之，至于夷王，王愆于厥身，諸侯莫不並走其望，以祈王身，至于厲王，王心戾虐，萬民弗忍，居王于彘，諸侯釋位，以間王政，宣王有志，而後效官，至于幽王，天不弔周，王昏不若，用愆厥位，攜王奸命，諸侯替之，而建王嗣，用遷郟鄏，則是兄弟之能用力於王室也，至于惠王，天不靖周，生頹禍心，施于叔帶，惠襄辟難，越去王都，則有晉鄭，咸黜不端，以綏定王家，則是兄弟之能率先王之命也，在定王六年，秦人降妖，曰，周其有髭王，亦克能脩其職，諸侯服享，二世共職，王室其有間王位，諸侯不圖，而受其亂災，至于靈王，生而有髭，王甚神聖，無惡於諸侯，靈王景王，克終其世，今王室亂，單旗，劉狄，剝亂天下，壹行不若，謂先王何常之有，唯余心所命，其誰敢請之，帥群不弔之人，以行亂于王室，侵欲無厭，規求無度，貫瀆鬼神，慢棄刑法，倍奸齊盟，傲很威儀，矯誣先王，晉為不道，是攝是贊，思肆其罔極，茲不穀震盪播越，竄在荊蠻，未有攸厎，若我一二兄弟甥舅，獎順天法，無助狡猾，以從先王之命，毋速天罰，赦圖不穀，則所願也，敢盡布其腹心，及先王之經，而諸侯實深圖之，昔先王之命曰，王后無適，則擇立長，年鈞以德，德鈞以卜，王不立愛，公卿無私，古之制也，穆后及大子壽，早天即世，單劉贊私立少，以間先王，亦唯伯仲叔季圖之，閔馬父聞子朝之辭曰，文辭以行禮也，子朝干景之命，遠晉之大，以專其志，無禮甚矣，文辭何為。,昭公二十六年,春秋左傳,['Warring States'],-468.0,-300,"['国王', '召伯盈', '王子朝', '召氏家族', '毛氏得', '尹氏固', '南宫嚚', '阴忌', '刘子', '单子', '成公般', '武王', '成王', '康王', '夷王', '厉王', '宣王', '幽王', '惠王', '惠襄王', '灵王', '景王', '单旗', '刘狄', '岑马父']","['国王是周朝的君主', '召伯盈是驱逐王子朝的人', '王子朝是被驱逐的王子', '召氏家族是与王子朝一起逃亡的人', '毛氏得是与王子朝一起逃亡的人', '尹氏固是与王子朝一起逃亡的人', '南宫嚚是与王子朝一起逃亡的人', '阴忌是逃往莒地以示叛变的人', '刘子是与国王结盟的人', '单子是与国王结盟的人', '成公般是晋国驻守周国的人', '武王是周朝的开国君主', '成王是稳定四方的周朝君主', '康王是安抚百姓的周朝君主', '夷王是有过失的周朝君主', '厉王是心残暴的周朝君主', '宣王是有志效法办事的周朝君主', '幽王是昏庸不任职的周朝君主', '惠王是天不安定周国的周朝君主', '惠襄王是为避难逃离王都的周朝君主', '灵王是出生即有长须的周朝君主', '景王是能完成一生的周朝君主', '单旗是扰乱天下的人', '刘狄是扰乱天下的人', '岑马父是听到子朝言辞的人']",-516.0
1,文公十五年,三月，宋司馬華孫來盟。,文公十五年,春秋左傳,['Warring States'],-468.0,-300,['司马华孙'],['宋国的司马'],-612.0
6,宣公十五年,仲孫蔑，會齊高固于無婁。,宣公十五年,春秋左傳,['Warring States'],-468.0,-300,"['仲孙蔑', '高固']","['齐国的大夫高固的会面对象', '齐国的大夫']",-594.0
9,文公六年,秋，季文子將聘於晉，使求遭喪之禮以行，其人曰，將焉用之，文子曰，備豫不虞，古之善教也，求而無之，實難，過求何害。,文公六年,春秋左傳,['Warring States'],-468.0,-300,['季文子'],['季文子是准备出使到晋国的人'],-621.0
0,宣公十六年,十有六年，春，王正月，晉人滅赤狄甲氏，及留吁。,宣公十六年,春秋左傳,['Warring States'],-468.0,-300,['王历'],['王历是当时的君主或王'],-593.0
1,莊公二十四年,葬曹莊公。,莊公二十四年,春秋左傳,['Warring States'],-468.0,-300,['曹庄公'],['被埋葬者'],-670.0
4,昭公二十九年,冬，十月，鄆潰。,昭公二十九年,春秋左傳,['Warring States'],-468.0,-300,[],[],-513.0
9,昭公二十二年,楚薳越使告于宋曰，寡君聞君有不令之臣，為君憂，無寧以為宗羞，寡君請受而戮之，對曰，孤不佞不能媚於父兄，以為君憂，拜命之辱，抑君臣曰戰，君曰，余必臣是助，亦唯命，人有言曰，唯亂門之無過，君若惠保敝邑，無亢不衷，以獎亂人，孤之望也，唯君圖之，楚人患之，諸侯之戍謀曰，若華氏知困而致死，楚恥無功而疾戰，非吾利也，不如出之，以為楚功，其亦能無為也，巳，救宋而除其害，又何求，乃固請出之，宋人從之，己巳，宋華亥，向寧，華定，華貙，華登，皇奄傷，省臧，士平，出奔楚，宋公使公孫忌為大司馬，邊卬為大司徒，樂祁為司馬，仲幾為左師，樂大心為右師，樂輓為大司寇，以靖國人。,昭公二十二年,春秋左傳,['Warring States'],-468.0,-300,"['薳越', '宋君', '华氏', '华亥', '向宁', '华定', '华鷙', '华登', '皇奄伤', '省臧', '士平', '公孙忌', '边卬', '乐祁', '仲几', '乐大心', '乐輓']","['薳越是楚国的使者', '宋君是宋国的君主', '华氏是宋国的一个家族', '华亥是宋国的华氏成员', '向宁是宋国的华氏成员', '华定是宋国的华氏成员', '华鷙是宋国的华氏成员', '华登是宋国的华氏成员', '皇奄伤是宋国的华氏成员', '省臧是宋国的华氏成员', '士平是宋国的华氏成员', '公孙忌是宋国的大司马', '边卬是宋国的大司徒', '乐祁是宋国的司马', '仲几是宋国的左师', '乐大心是宋国的右师', '乐輓是宋国的大司寇']",-520.0
11,文公八年,晉人以扈之盟來討。,文公八年,春秋左傳,['Warring States'],-468.0,-300,[],[],-619.0
9,襄公八年,八年，春，公如晉朝，且聽朝聘之數。,襄公八年,春秋左傳,['Warring States'],-468.0,-300,['鲁公'],['鲁公是鲁国的君主'],-565.0
5,文公十一年,冬，十月，甲午，叔孫得臣敗狄于鹹。,文公十一年,春秋左傳,['Warring States'],-468.0,-300,['叔孙得臣'],['叔孙得臣是打败狄人的将领'],-616.0
7,哀公十五年,衛公孟彄出奔齊。,哀公十五年,春秋左傳,['Warring States'],-468.0,-300,['卫公孟彄'],['卫公孟彄是逃亡者'],-480.0
4,襄公十年,秋，莒人伐我東鄙。,襄公十年,春秋左傳,['Warring States'],-468.0,-300,[],[],-563.0
12,桓公五年,秋，王以諸侯伐鄭，鄭伯禦之，王為中軍，虢公林父將右軍，蔡人，衛人，屬焉，周公黑肩將左軍，陳人屬焉，鄭子元請為左拒，以當蔡人，衛人，為右拒，以當陳人，曰，陳亂，民莫有鬥心，若先犯之，必奔，王卒顧之，必亂，蔡衛不枝，固將先奔，既而萃於王卒，可以集事，從之，曼伯為右拒，祭仲足為左拒，原繁，高渠彌，以中軍奉公為魚麗之陳，先偏後伍，伍承彌縫，戰于繻葛，命二拒曰，旝動而鼓，蔡衛陳皆奔，王卒亂，鄭師合以攻之，王卒大敗，祝聃射王中肩，王亦能軍，祝聃請從之，公曰，君子不欲多上人，況敢陵天子乎，苟自救也，社稷無隕多矣，夜，鄭伯使祭足勞王，且問左右。,桓公五年,春秋左傳,['Warring States'],-468.0,-300,"['周王', '郑伯', '虢公林父', '周公黑肩', '子元', '曼伯', '祭仲足', '原繁', '高渠弥', '祝聃']","['周王是联合诸侯攻打郑国的领导者', '郑伯是郑国的领导者，负责抵御周王的进攻', '虢公林父是指挥周王右军的将领', '周公黑肩是指挥周王左军的将领', '子元是郑国的将领，负责左军的抵抗部队', '曼伯是郑国的将领，负责右抵抗部队', '祭仲足是郑国的将领，负责左抵抗部队', '原繁是郑国中军的统领之一，负责护卫郑伯', '高渠弥是郑国中军的统领之一，负责护卫郑伯', '祝聃是郑国的将领，射中了周王的肩膀']",-707.0
8,文公七年,冬，徐伐莒，公孫敖如莒蒞盟。,文公七年,春秋左傳,['Warring States'],-468.0,-300,['公孙敖'],['公孙敖是前往莒国主持盟会的人'],-620.0
1,宣公十年,齊人歸我濟西田。,宣公十年,春秋左傳,['Warring States'],-468.0,-300,[],[],-599.0
0,昭公二十九年,二十有九年，春，公至自乾侯，居于鄆，齊侯使高張來唁公。,昭公二十九年,春秋左傳,['Warring States'],-468.0,-300,"['鲁僖公', '齐桓公', '高张']","['鲁僖公是鲁国的国君', '齐桓公是齐国的国君', '高张是齐桓公派遣来吊唁鲁僖公的人']",-513.0
0,昭公十五年,十有五年，春，王正月，吳子夷末卒。,昭公十五年,春秋左傳,['Warring States'],-468.0,-300,['夷末'],['吴国国君'],-527.0
3,桓公十七年,六月，丁丑，蔡侯封人卒。,桓公十七年,春秋左傳,['Warring States'],-468.0,-300,['蔡国的国君'],['蔡国的国君是蔡国的统治者'],-695.0
16,襄公十九年,齊侯娶于魯，曰顏懿姬，無子，其姪鬷聲姬生光，以為大子，諸子，仲子，戎子，戎子嬖，仲子生牙，屬諸戎子，戎子請以為大子，許之，仲子曰，不可，廢常不祥，間諸侯難，光之立也，列於諸侯矣，今無故而廢之，是專黜諸侯，而以難犯不祥也，君必悔之，公曰，在我而已，遂東大子光，使高厚傅牙以為大子，夙沙衛為少傅，齊侯疾，崔杼微逆光，疾病而立之，光殺戎子，尸諸朝，非禮也，婦人無刑，雖有刑，不在朝市。夏，五月，壬辰，晦，齊靈公卒，莊公即位，執公子牙於句瀆之丘，以夙沙衛易已，衛奔高唐以叛。,襄公十九年,春秋左傳,['Warring States'],-468.0,-300,"['齐国国君', '颜懿姬', '鬷声姬', '齐光', '灵公', '小儿子', '戎子', '仲子', '高厚', '夙沙卫', '崔杼', '庄公', '公子牙']","['齐国国君是齐国的统治者', '颜懿姬是鲁国女子，齐国国君的妻子', '鬷声姬是颜懿姬的侄女，齐光的母亲', '齐光是鬷声姬的儿子，灵公立为太子', '灵公是齐国国君，齐光和齐牙的父亲', '小儿子是灵公的儿子，齐牙的父亲', '戎子是灵公宠爱的女子，抚养齐牙', '仲子是反对废长立幼的官员', '高厚是负责教导齐牙的人', '夙沙卫是被任命为少傅，后发动叛变', '崔杼是迎接齐光的人', '庄公是齐光即位后的称号', '公子牙是灵公的小儿子，被监禁']",-554.0
5,哀公六年,秋，七月，庚寅，楚子軫卒。,哀公六年,春秋左傳,['Warring States'],-468.0,-300,['子軫'],['楚国的国君'],-489.0
4,昭公二十一年,八月，乙亥，叔輒卒。,昭公二十一年,春秋左傳,['Warring States'],-468.0,-300,['叔輒'],['去世者'],-521.0
1,莊公六年,夏，六月，衛侯朔入于衛。,莊公六年,春秋左傳,['Warring States'],-468.0,-300,['卫侯朔'],['卫国的统治者'],-688.0
15,僖公二十二年,丙子晨，鄭文夫人芊氏，姜氏，勞楚子於柯澤，楚子使師縉示之俘馘，君子曰，非禮也。婦人送迎不出門，見兄弟不踰閾。戎事不邇女器，丁丑，楚子入饗于鄭，九獻，庭實旅百，加籩豆六品，饗畢，夜出，文芊送于軍，取鄭二姬以歸，叔詹曰，楚王其不沒乎，為禮卒於無別，無別不可謂禮，將何以沒，諸侯是以知其不遂霸也。,僖公二十二年,春秋左傳,['Warring States'],-468.0,-300,"['文夫人芊氏', '姜氏', '楚国使者', '叔詹', '楚王']","['文夫人芊氏是郑国的夫人', '姜氏是郑国的夫人', '楚国使者是楚国的外交代表', '叔詹是评论楚国行为的人', '楚王是楚国的国君']",-638.0
0,宣公四年,四年，春，王正月，公及齊侯平莒及郯，莒人不肯，公伐莒，取向。,宣公四年,春秋左傳,['Warring States'],-468.0,-300,"['鲁国国君', '齐国国君']","['鲁国国君是鲁国的统治者', '齐国国君是齐国的统治者']",-605.0
6,昭公二十五年,十有一月，己亥，宋公佐卒于曲棘，十有二月，齊侯取鄆。,昭公二十五年,春秋左傳,['Warring States'],-468.0,-300,"['公佐', '齐侯']","['宋国的公佐', '齐国的君主']",-517.0
4,襄公十四年,莒人侵我東鄙。,襄公十四年,春秋左傳,['Warring States'],-468.0,-300,[],[],-559.0
14,昭公元年,叔孫歸，曾夭御季孫以勞之，旦及日中，不出，曾夭謂曾阜曰，旦及日中，吾知罪矣，魯以相忍為國也，忍其外，不忍其內，焉用之，阜曰，數月於外，一旦於是，庸何傷，賈而欲贏，而惡囂乎，阜謂叔孫曰，可以出矣，叔孫指楹曰，雖惡是，其可去乎，乃出見之。,昭公元年,春秋左傳,['Warring States'],-468.0,-300,"['叔孙', '曾夭', '季孙', '曾阜']","['叔孙是鲁国的官员', '曾夭是驾车者', '季孙是鲁国的官员', '曾阜是曾夭的同伴']",-541.0
7,莊公元年,齊師遷紀，郱，鄑，郚。,莊公元年,春秋左傳,['Warring States'],-468.0,-300,[],[],-693.0
8,定公十四年,衛世子蒯瞶出奔宋。,定公十四年,春秋左傳,['Warring States'],-468.0,-300,['蒯瞶'],['卫国的世子'],-496.0
3,襄公二十三年,葬杞孝公。,襄公二十三年,春秋左傳,['Warring States'],-468.0,-300,['杞孝公'],['杞孝公是被葬的对象'],-550.0
4,定公六年,秋，晉人執宋行人樂祁犁。,定公六年,春秋左傳,['Warring States'],-468.0,-300,['乐祁犁'],['宋国的使者'],-504.0
0,定公十年,十年，春，王三月，及齊平。,定公十年,春秋左傳,['Warring States'],-468.0,-300,['国王'],['国王是统治者'],-500.0
0,莊公二十六年,二十有六年，春，公伐戎。,莊公二十六年,春秋左傳,['Warring States'],-468.0,-300,['鲁国国君'],['鲁国国君是鲁国的统治者'],-668.0
9,哀公五年,鄭駟秦富而侈，嬖大夫也，而常陳卿之車服於其庭，鄭人惡而殺之，子思曰，詩曰，不解于位，民之攸塈，不守其位，而能久者鮮矣，商頌曰，不僭不濫，不敢怠皇，命以多福。,哀公五年,春秋左傳,['Warring States'],-468.0,-300,"['郑驷秦', '子思']","['郑驷秦是郑国的士大夫，因富有而奢侈，是当权的大夫', '子思是评论郑驷秦行为的人，引用诗经和商颂来说明道理']",-490.0
13,定公四年,四年，春，三月，劉文公合諸侯于召陵，謀伐楚也，晉荀寅求貨於蔡侯，弗得，言於范獻子曰，國家方危，諸侯方貳，將以襲敵，不亦難乎，水潦方降，疾瘧方起，中山不服，棄盟取怨，無損於楚，而失中山，不如辭蔡侯，吾自方城以來，楚未可以得志，祗取勤焉，乃辭蔡侯，晉人假羽旄於鄭，鄭人與之，明日或旆以會，晉於是乎失諸侯，將會，衛子行敬子言於靈公曰，會同難，嘖有煩言，莫之治也，其使祝佗從，公曰善，乃使子魚，子魚辭曰，臣展四體，以率舊職，猶懼不給，而煩刑書，若又共二，徼大罪也，且夫祝，社稷之常隸也，社稷不動，祝不出竟，官之制也，君以軍行，祓社釁鼓，祝奉以從，於是乎出竟，若嘉好之事，君行師從，卿行旅從，臣無事焉，公曰行也，及皋鼬，將長蔡於衛，衛侯使祝佗私於萇弘曰，聞諸道路，不知信否，若聞蔡將先衛，信乎，萇弘曰，信，蔡叔，康叔之兄也，先衛，不亦可乎，子魚曰，以先王觀之，則尚德也，昔武王克商，成王定之，選建明德，以藩屏周，故周公相王室以尹天下，於周為睦，分魯公以大路大旂，夏后氏之璜，封父之繁弱，殷民六族，條氏，徐氏，蕭氏，索氏，長勺氏，尾勺氏，使帥其宗氏，輯其分族，將其類醜，以法則周公，用即命于周，是使之職事于魯，以昭周公之明德，分之土田倍敦，祝宗卜史，備物典策，官司彝器，因商奄之民，命以伯禽，而封於少皞之虛，分康叔以大路，少帛，綪茷，旃旌，大呂，殷民七族，陶氏，施氏，繁氏，錡氏，樊氏，饑氏，終葵氏，封畛土略，自武父以南，及圃田之北竟，取於有閻之土，以共王職，取於相土之東都，以會王之東蒐，聃季授土，陶叔授民，命以康誥，而封於殷虛，皆啟以商政，疆以周索，分唐叔以大路密須之鼓，闕鞏沽洗，懷姓九宗，職官五正，命以唐誥，而封於夏虛，啟以夏政，疆以戎索，三者皆叔也，而有令德，故昭之以分物，不然，文武成康之伯猶多，而不獲是分也，唯不尚年也，管蔡啟商，惎間王室，王於是乎殺管叔而蔡蔡叔，以車七乘，徒七十人，其子蔡仲，改行帥德，周公舉之，以為己卿士，見諸王，而命之以蔡，其命書云，王曰，胡，無若爾考之違王命也，若之何其使蔡先衛也，武王之母弟八人，周公為太宰，康叔為司寇，聃季為司空，五叔無官，豈尚年哉，曹，文之昭也，晉，武之穆也，曹為伯甸，非尚年也，今將尚之，是反先王也，晉文公為踐土之盟，衛成公不在，夷叔，其母弟也，猶先蔡，其載書云，王若曰，晉重，魯申，衛武，蔡甲午，鄭捷，齊潘，宋王臣，莒期，藏在周府，可覆視也，吾子欲復文武之略，而不正其德，將如之何，萇弘說，告劉子，與范獻子謀之，乃長衛侯於盟，反自召陵，鄭子大叔未至而卒，晉趙簡子為之臨甚哀，曰，黃父之會，夫子語我九言曰，無始亂，無怙富，無恃寵，無違同，無敖禮，無驕能，無復怒，無謀非德，無犯非義。,定公四年,春秋左傳,['Warring States'],-468.0,-300,"['刘文公', '荀寅', '蔡侯', '范献子', '子行敬子', '卫灵公', '祝佗', '子鱼', '萇弘', '卫侯', '刘子', '子大叔', '赵简子']","['刘文公是晋国的国君', '荀寅是晋国的官员', '蔡侯是蔡国的国君', '范献子是晋国的官员', '子行敬子是卫国的官员', '卫灵公是卫国的国君', '祝佗是卫国的官员', '子鱼是卫国的官员', '萇弘是卫国的官员', '卫侯是卫国的国君', '刘子是晋国的官员', '子大叔是郑国的官员', '赵简子是晋国的官员']",-506.0
